benchmark             pass                 MDE                  DV                      MEE                  EV                      delta                    delta %
jfdctint              whole-program        0.2895284393911874   6.509305312321936e-05   0.2918278130442708   3.6524319000654164e-05  0.002299373653083414     0.7941788578415562%
mergesort             switchconv           0.29326920472995827  0.00017971581265414178  0.2955996020948543   0.00014983443799791653  0.002330397364896042     0.7946273687487465%
fdct                  whole-program        0.18039094488170834  2.203324450075019e-05   0.18182483996616663  1.2825986372283747e-05  0.001433895084458292     0.7948819633926587%
recursion             inline_param         0.5384744476139999   0.009169137618170427    0.5427555183363473   0.008970443336979031    0.004281070722347402     0.7950369309661738%
nettle-des            copyrename           0.3643519459915625   0.0004134329836926742   0.36726587389160414  0.00038073053981471807  0.002913927900041635     0.7997563707561793%
fac                   mergephi             0.37470721055493733  0.009396810678705613    0.37772051099966664  0.009677245764884514    0.0030133004447293055    0.8041746622026943%
expint                inline_param         0.20544157100649998  2.9808702907699175e-05  0.20709667361043052  3.090988539246433e-05   0.001655102603930536     0.8056317890395076%
aha-mont64            release_ssa          0.2151167397196876   0.0013898636837305675   0.21686043660237495  0.0015258128502888988   0.0017436968826873567    0.8105816799564356%
ctl-string            einline              0.29156064560274997  0.00010567875075870443  0.29392637540039585  5.316586112657592e-05   0.002365729797645877     0.8114023045720555%
sglib-queue           copyprop             0.196623082733875    2.0978547654119233e-05  0.1982232035408541   0.00010598854123324392  0.001600120806979105     0.8138010983912978%
fac                   emutls               0.37468592673056245  0.008469573735550809    0.37774179482404163  0.010604350784515295    0.003055868093479186     0.8155812309643187%
nettle-arcfour        whole-program        0.1981029352495208   3.5688992853883846e-05  0.199727077414375    2.3211206363595332e-05  0.0016241421648542087    0.8198476023631444%
cover                 mergephi             0.2659626932221041   0.0002294334091470772   0.2681503091740834   0.000200965789644112    0.002187615951979305     0.8225273723455785%
st                    copyrename           0.3381637554950834   0.00022143471219331854  0.34094809700300005  0.00015117032715627977  0.0027843415079166767    0.8233707671717524%
sglib-listsort        ehcleanup            0.16494861672824998  3.053733011683828e-05   0.16631263627616666  2.00469775673228e-05    0.0013640195479166783    0.8269360331550261%
st                    einline              0.33815746122275     0.0002137859109467067   0.3409543912753334   0.00015878325091199654  0.002796930052583413     0.8271087801729823%
nbody                 copyrename           0.3030251414917501   9.867601167391937e-05   0.3055364645978749   7.36311973674614e-05    0.002511323106124841     0.8287507411965723%
sglib-arrayheapsort   ehcleanup            0.10016580223431253  9.17569907853309e-05    0.10099742880816039  7.96587418214924e-05    0.0008316265738478601    0.8302500007961603%
sglib-arrayheapsort   einline              0.10016404948723544  9.34022703415154e-05    0.10099918155523747  7.801047870138853e-05   0.0008351320680020369    0.8337642819727085%
newlib-mod            fre                  0.18215802308110415  0.00012871738473571514  0.18368058952995828  0.00013812145631591748  0.0015225664488541235    0.8358492385351675%
fasta                 whole-program        0.38968337167431244  0.018592933027824252    0.3929406366321458   0.018993018624460584    0.00325726495783335      0.8358747625894826%
edn                   einline              0.2934342371270625   0.00010298717775258924  0.29589241240354164  5.5448210425413485e-05  0.0024581752764791243    0.837726129216029%
nbody                 whole-program        0.30301023511620834  9.518752861511016e-05   0.3055513709734167   7.704276415319862e-05   0.0025411358572083875    0.8386303704341304%
mergesort             copyrename           0.2932040563059376   0.0001824185363791509   0.295664750518875    0.00014681294109949268  0.0024606942129373754    0.839242895865607%
levenshtein           release_ssa          0.47300347668902076  0.0008403244559186799   0.47702450102139576  0.0011023995687251072   0.0040210243323750006    0.8501046039918749%
jfdctint              copyrename           0.2894449894598958   6.449030983780563e-05   0.2919112629755624   3.6720907805598943e-05  0.0024662735156666393    0.8520698597231566%
sglib-dllist          copyrename           0.1985049214018125   3.971152533896965e-05   0.20019767936870833  2.97550845491614e-05    0.0016927579668958304    0.8527536521219842%
lms                   profile_estimate     0.1968787235415833   3.545320366482328e-05   0.1985649888610833   3.274712809857421e-05   0.0016862653195000021    0.856499518671372%
bubblesort            copyrename           0.3412193711655833   7.875966919036639e-05   0.3441463549251249   4.604095636741982e-05   0.0029269837595415904    0.8578011704151506%
sglib-listsort        einline              0.16492322976554172  2.563682540864993e-05   0.166338023238875    2.4875435682274832e-05  0.0014147934733332868    0.8578497251991647%
dtoa                  whole-program        0.1806882639000417   0.00011842132498447309  0.1822397825179375   9.447817605047113e-05   0.0015515186178957918    0.8586714955400232%
prime                 whole-program        0.22426086945052073  3.8106655611259764e-05  0.22619529449674994  2.2532916407596147e-05  0.0019344250462292045    0.8625780551769429%
fft                   whole-program        0.4493110885302291   0.001058771482076982    0.4531911143448959   0.0011021362508127947   0.0038800258146667876    0.8635499798945524%
ctl-vector            inline_param         0.11656134057804167  5.149685998255308e-05   0.11756845005954168  0.00014584139003927384  0.0010071094815000126    0.8640167284501326%
sglib-queue           eipa_sra             0.19657176083137498  7.193356382106871e-05   0.19827452544335414  5.486040809937657e-05   0.0017027646119791573    0.8662305332045322%
sglib-listinsertsort  forwprop             0.20782458581504168  0.0001229657863821686   0.20962598534441665  0.00010451872094019921  0.0018013995293749696    0.8667884611968706%
duff                  mergephi             0.38755041730658335  0.000181552648026712    0.3909122161495417   0.00018954689708827253  0.003361798842958341     0.8674481287679506%
sglib-arrayquicksort  ehcleanup            0.10333078542510209  1.8400273884848842e-05  0.10422762359923543  8.589371747520183e-06   0.0008968381741333437    0.8679293111377776%
tarai                 copyrename           0.24791649345808342  6.768081304149974e-05   0.2500763318118958   4.858277989125793e-05   0.0021598383538123933    0.8711959110447685%
sglib-listinsertsort  copyprop             0.2078184640369167   7.345029388800018e-05   0.20963210712254163  0.00015401161208410225  0.0018136430856249275    0.8727054614852477%
sglib-arraybinsearch  eipa_sra             0.3481519025259166   0.0001743456361334701   0.3511992440095208   0.00016931796868347525  0.0030473414836041934    0.8752907743703476%
cover                 ehcleanup            0.265891131703875    0.000279229928709824    0.26822187069231246  0.00015083905016024065  0.002330738988437442     0.8765764294211976%
aha-compress          fre                  0.16946095059852082  1.797316175576374e-05   0.17095249691570838  2.2152879009400384e-05  0.0014915463171875643    0.8801711024985739%
sqrt                  copyrename           0.365359697420125    0.00010907713812820766  0.36858457205360423  5.473555986093186e-05   0.0032248746334792577    0.8826574622900987%
fdct                  ehcleanup            0.18031185517514584  2.3445148808666347e-05  0.18190392967272917  1.1169667038348125e-05  0.0015920744975833345    0.8829560851874514%
nettle-md5            forwprop             0.24110633655541658  3.166225293014822e-05   0.24323713472385414  2.5211700066138716e-05  0.0021307981684375588    0.8837586763082893%
nbody                 forwprop             0.30294192628562505  8.864935903018347e-05   0.305619679804       8.321685248176116e-05   0.002677753518374959     0.8839164493363234%
mergesort             cddce                0.2931300849352709   0.00021640622554659156  0.2957387218895417   0.00011244228814502052  0.0026086369542708265    0.8899246745167311%
fasta                 copyrename           0.3895696436453542   0.018550245696690986    0.39305436466110405  0.01903492288892896     0.00348472101574987      0.8945052759095868%
fft                   copyrename           0.4492416703877084   0.001058184770906452    0.45326053248741666  0.0011021629693429885   0.004018862099708254     0.8945880056584823%
qurt                  whole-program        0.2921604997643958   6.21296520728481e-05    0.2947950264927916   3.5766411010684074e-05  0.002634526728395814     0.9017395337563943%
2dfir                 copyprop             0.2422291347908333   4.360772570903866e-05   0.24441542269875005  5.4591284522625444e-05  0.0021862879079167508    0.9025701676243971%
sqrt                  profile_estimate     0.364499105423375    0.00011408333240897484  0.3677964778413611   7.22417998055041e-05    0.003297372417986111     0.9046311414553757%
ctl-stack             mergephi             0.11732256192556247  1.1073139167106379e-05  0.11838507699175001  9.501015267212971e-06   0.0010625150661875415    0.9056357521937465%
nettle-md5            ehcleanup            0.24107456644252082  3.189247063212387e-05   0.24326890483674993  2.4841148668620117e-05  0.0021943383942291117    0.9102322267381555%
nettle-des            forwprop             0.3641510445704373   0.00047191193599629045  0.36746677531272925  0.0003209734115713214   0.003315730742291967     0.9105372047479077%
st                    ehcleanup            0.3380162020796875   0.00020512151466371597  0.3410956504183959   0.0001665998934834658   0.0030794483387083793    0.9110357195192665%
ludcmp                einline              0.29921170974020833  6.238756142015868e-05   0.3019383910830416   4.285680008421934e-05   0.0027266813428332703    0.9112883132818302%
slre                  fre                  0.25861124904183336  0.00015702537008787507  0.2609693850124584   9.031082999386164e-05   0.0023581359706250637    0.9118458610605945%
lms                   forwprop             0.19724122344887496  3.4570514911015196e-05  0.19904562161354167  3.167442438067667e-05   0.0018043981646667095    0.9148179742123789%
minver                einline              0.2995838914143541   0.00010141053670429348  0.3023301567183542   6.574391754943446e-05   0.0027462653040001284    0.9166932477693777%
qurt                  einline              0.29213851694327075  5.028825011565515e-05   0.2948170093139167   4.748853281622978e-05   0.002678492370645935     0.9168569754758018%
ndes                  ehcleanup            0.21554137641625004  0.0003375833956913253   0.2175190485678958   0.00040354687735194756  0.001977672151645765     0.9175371265267028%
insertsort            copyrename           0.3882044552423751   0.0001424514724489754   0.39176916913829163  0.00010042815263378344  0.0035647138959165048    0.9182568226041812%
duff                  ehcleanup            0.38745117401520823  0.0002749459568064107   0.3910114594409166   9.545200149053376e-05   0.003560285425708354     0.9188991192909911%
dijkstra              einline              0.2029011415840625   2.344156132273522e-05   0.2047684396374583   1.7936807475541952e-05  0.001867298053395805     0.9202994319389664%
stb_perlin            ehcleanup            0.23507401236981243  6.973512176940701e-05   0.23724473315022918  7.946060505906192e-05   0.002170720780416746     0.92342014267482%
newlib-exp            whole-program        0.23699583856897918  4.937889458590461e-05   0.23918438135224998  2.5475339960089602e-05  0.002188542783270797     0.9234519882229102%
cover                 copyrename           0.2658275183689583   0.00021938319540279054  0.2682854840272292   0.00021037467660173397  0.0024579656582708886    0.9246468060764602%
ctl-vector            whole-program        0.11677677674916666  9.320219392721823e-05   0.11785656862916666  0.00015210505099677154  0.00107979188            0.9246631993614309%
prime                 forwprop             0.22418580758364573  2.8320069133191518e-05  0.22627035636362494  3.2011412661000276e-05  0.0020845487799792117    0.9298308409650099%
newlib-mod            ehcleanup            0.18207146483241665  0.00013695641738697154  0.18376714777864586  0.000129597930696343    0.00169568294622921      0.931328227512181%
janne_complex         copyrename           0.31929618148587496  0.00010987189195120295  0.322270627774125    7.09407350009585e-05    0.0029744462882500544    0.9315633761757461%
2dfir                 einline              0.24219051760606247  5.938665045305732e-05   0.2444540398835209   3.863686448452299e-05   0.002263522277458435     0.9346040050751249%
newlib-sqrt           ehcleanup            0.1947673532512084   3.555067509813243e-05   0.19659315058960422  2.0558890371551704e-05  0.0018257973383958293    0.9374247315672765%
stb_perlin            mergephi             0.2350574799355      3.690863804470205e-05   0.23726126558454172  0.00011221322879378085  0.002203785649041723     0.9375518063268796%
nettle-arcfour        einline              0.19798278193000005  3.363213634049913e-05   0.19984723073389576  2.4839978670669547e-05  0.0018644488038957185    0.9417227022069646%
sglib-arrayquicksort  einline              0.10329280695553124  1.5887696550296258e-05  0.10426560206880624  1.1029432509223969e-05  0.000972795113274999     0.9417839847200578%
sha                   copyrename           0.6875642784010624   0.0005473180129660861   0.6940503745175416   0.0005251720284138119   0.006486096116479212     0.9433439636455073%
fft                   einline              0.44912008358143746  0.0010495230791863997   0.4533821192936876   0.0011097963908489016   0.004262035712250145     0.9489746435437071%
newlib-mod            mergephi             0.1820552407956875   0.00014119217741717101  0.18378337181537496  0.0001253054407084889   0.0017281310196874677    0.9492344258448854%
lcdnum                whole-program        0.414221774048875    0.003807081745815658    0.4181632182877708   0.004201263915674131    0.003941444238895808     0.9515299498550136%
ludcmp                forwprop             0.29915132236891656  5.207396448982666e-05   0.30199877845433337  5.2826627646200196e-05  0.0028474560854168107    0.951844726230325%
strstr                ealias               0.2288917263975417   6.578492585353292e-05   0.23107210344631254  5.5740686975328753e-05  0.002180377048770832     0.9525801054879234%
fasta                 einline              0.3894566626263332   0.018413357307082472    0.393167345680125    0.019170981037770797    0.0037106830537917967    0.9527845868057562%
crc32                 copyrename           0.3375813417316251   9.494812365343236e-05   0.34080288830483335  4.7899836511939575e-05  0.003221546573208278     0.9543023191635355%
crc32                 einline              0.33757075125610414  7.339062045891901e-05   0.34081347878035423  6.938742337972369e-05   0.0032427275242500886    0.9606067801146476%
prime                 ehcleanup            0.22415099834397922  4.097738111548359e-05   0.2263051656032916   1.9203414909356037e-05  0.0021541672593123895    0.9610339794278463%
crc                   mergephi             0.2759338639371667   0.00018265442327122444  0.278586237476875    0.0002003648750158588   0.0026523735397083192    0.9612352401633079%
sha                   ehcleanup            0.687483510217771    0.0007233834846565705   0.6941311427008333   0.00034802319937984026  0.006647632483062327     0.96695155363895%
fft                   ehcleanup            0.4490726127537084   0.0012884623200511917   0.45342959012141654  0.0008704392929439933   0.004356977367708126     0.9702166740900069%
edn                   copyrename           0.29323706373516667  9.140944686344099e-05   0.29608958579543754  6.59565337837847e-05    0.002852522060270868     0.9727699575000134%
qurt                  ehcleanup            0.29205288692647924  5.993328084474612e-05   0.2949026393307084   3.736004640077182e-05   0.002849752404229189     0.9757658738523545%
edn                   copyprop             0.29323052798445837  4.3136831450910964e-05  0.2960961215461458   0.00011419098186535999  0.0028655935616874184    0.9772493953423904%
newlib-mod            ealias               0.18202938985579162  0.00013234048035795035  0.18380922275527087  0.0001340645241529714   0.00177983289947925      0.9777722712191035%
sglib-listinsertsort  ehcleanup            0.20770859541879164  0.00011887035796961992  0.20974197574066664  0.00010815988793881288  0.002033380321875        0.9789581975532622%
qurt                  copyrename           0.2920458662363333   5.9739022863935366e-05  0.2949096600208541   3.7513337875276075e-05  0.0028637937845208405    0.9805972676234913%
lcdnum                ehcleanup            0.41415332262585425  0.00438043707304088     0.41823166971079173  0.003627347942190073    0.004078347084937484     0.984743297259952%
sglib-dllist          forwprop             0.1983734475095833   2.9416689515795945e-05  0.20032915326093756  3.9560036737582534e-05  0.0019557057513542586    0.9858707281173705%
tarai                 ehcleanup            0.24776810045464578  4.5647792882763214e-05  0.25022472481533325  6.99161737342887e-05    0.0024566243606874705    0.9915014710043992%
levenshtein           eipa_sra             0.4726676841265834   0.0009203967707490923   0.4773602935838331   0.0010193390257227518   0.004692609457249697     0.9927925294746799%
newlib-exp            ehcleanup            0.2369123356979583   4.632418663264493e-05   0.23926788422327086  2.8142529952041163e-05  0.0023555485253125563    0.9942701034848884%
newlib-mod            einline              0.18201264753845833  9.680781559390656e-05   0.18382596507260415  0.00016953575130191452  0.0018133175341458196    0.9962590834588432%
sqrt                  forwprop             0.3651504966976667   7.730487326235642e-05   0.3687937727760626   8.504043195312146e-05   0.0036432760783959295    0.9977464391654516%
nettle-arcfour        copyrename           0.19792690250966669  3.6094622142930994e-05  0.19990311015422912  2.2158312964197516e-05  0.001976207644562439     0.9984532771970811%
sglib-arrayquicksort  fre                  0.10326253984017085  1.369725653467442e-05   0.10429586918416661  1.315786101807926e-05   0.001033329343995762     1.0006817047064143%
cnt                   ehcleanup            0.18146620787933332  2.414443688263441e-05   0.1832895623379791   2.2949058931271192e-05  0.0018233544586457873    1.0047900818306812%
aha-compress          ehcleanup            0.16935563565200004  2.7668428505826518e-05  0.1710578118622292   1.211410922902891e-05   0.001702176210229167     1.0050897944293269%
lms                   copyrename           0.1971491256392083   4.178797957779128e-05   0.19913771942320832  2.4100200989928988e-05  0.0019885937840000145    1.0086749193294573%
minver                copyrename           0.2994460879632916   0.0001013324440343336   0.3024679601694166   6.501022885248541e-05   0.0030218722061250425    1.0091540105528067%
lms                   einline              0.1971453391186667   4.0941148786381104e-05  0.19914150594374994  2.4931622374122246e-05  0.0019961668250832454    1.0125356419822347%
sglib-arraybinsearch  whole-program        0.34791218634143745  0.00021914675199091483  0.35143896019399995  0.00012290740072930356  0.0035267738525625036    1.013696556492955%
sha                   copyprop             0.687316505798       0.0005132808660631467   0.6942981471206041   0.0005558012403080933   0.0069816413226041485    1.0157825781439955%
newlib-sqrt           einline              0.19469033633600005  3.14899085639242e-05    0.1966701675048125   2.4320323014981307e-05  0.0019798311688124515    1.0169129121003846%
ud                    ehcleanup            0.1836450459026042   3.6772943498554214e-05  0.1855135698104375   1.4522572654863519e-05  0.0018685239078333193    1.0174649137141918%
minver                ehcleanup            0.29943135982837504  0.00011730256491862462  0.3024826883043333   4.8948757923236135e-05  0.003051328475958237     1.0190410509130259%
fasta                 forwprop             0.38931850626793735  0.01850826535555059     0.3933055020385208   0.019074986878724484    0.003986995770583479     1.0240961337295236%
st                    profile_estimate     0.33695857532287493  0.00018135212137563968  0.34042170989109716  0.00018748619749717337  0.003463134568222226     1.0277627049271079%
sha                   fre                  0.6872667248723751   0.0005513316373868973   0.6943479280462291   0.0005170355126446447   0.007081203173854078     1.030342793792185%
aha-mont64            profile_estimate     0.21432977511454165  0.0012272288918086344   0.2165415258431944   0.0015323302948707382   0.002211750728652734     1.0319381558025407%
cover                 einline              0.2656824778609374   0.0002525801215536551   0.26843052453525007  0.0001764066021885914   0.0027480466743126652    1.034334931094341%
fdct                  cddce                0.18017541966789583  2.414768306685573e-05   0.18204036517997912  9.98543717649006e-06    0.0018649455120832992    1.0350721066840398%
bubblesort            ehcleanup            0.3409161454162917   7.293801571712992e-05   0.34444958067441656  4.9861964328448544e-05  0.0035334352581248285    1.0364528948343472%
slre                  whole-program        0.2584505090047917   7.268496831923846e-05   0.26113012504950006  0.00017382423420108406  0.002679616044708344     1.0368004516712572%
fasta                 release_ssa          0.38929078617072915  0.017969147436736575    0.3933332221357291   0.019613877485237324    0.004042435964999924     1.0384103884819547%
ludcmp                ehcleanup            0.2990216843648334   6.876429264822341e-05   0.30212841645841654  3.534798724460808e-05   0.003106732093583142     1.038965485122694%
bs                    forwprop             0.38257565024522894  0.0008544643510225717   0.3865659446862917   0.0006964110238698495   0.003990294441062747     1.0430079484946284%
dijkstra              forwprop             0.2027729094339584   1.851474129197739e-05   0.20489667178756243  2.234095626491911e-05   0.002123762353604036     1.0473600046142897%
cover                 forwprop             0.26566391683314583  0.00017314504704814268  0.2684490855630417   0.0002557367893767643   0.0027851687298958705    1.0483805113982179%
nbody                 einline              0.30269291365837503  8.880408695630308e-05   0.30586869243125003  8.157350826164649e-05   0.003175778772875004     1.049175130825576%
sglib-queue           ehcleanup            0.19639275553202082  7.928148267305838e-05   0.19845353074270833  4.682446176899941e-05   0.00206077521068751      1.0493132524694941%
sglib-arrayheapsort   forwprop             0.10005636645293126  7.591978458388137e-05   0.10110686458954166  9.528559385612051e-05   0.0010504981366104005    1.049906341646514%
expint                einline              0.20560224941831248  3.3380301857527535e-05  0.20776354650058326  2.656441455110541e-05   0.00216129708227078      1.051203033228234%
st                    forwprop             0.33777552138770833  0.00019467225960099617  0.34133633111037504  0.00017541696277073164  0.0035608097226667024    1.0541941310718914%
fdct                  profile_estimate     0.17968598068079167  2.321238916698336e-05   0.18158186300498613  1.534007840479037e-05   0.0018958823241944645    1.055108649551497%
insertsort            einline              0.38793927903454173  0.00015123801216497052  0.392034345346125    8.956720460977627e-05   0.004095066311583295     1.0555946594979042%
cnt                   forwprop             0.18141927091297916  2.514940934131697e-05   0.1833364993043333   2.1764779295013754e-05  0.0019172283913541366    1.0567942323358623%
levenshtein           cddce                0.47251321415479164  0.000860320931245831    0.4775147635556249   0.0010778855480052284   0.0050015494008332495    1.058499371235527%
newlib-exp            forwprop             0.2368335701764792   4.206369016073084e-05   0.23934664974474992  3.201138724368713e-05   0.0025130795682707097    1.0611162794185216%
sglib-rbtree          forwprop             0.17474248388750002  2.516304135708331e-05   0.176597967757375    2.615686250738539e-05   0.0018554838698749687    1.0618390151015236%
edn                   ehcleanup            0.29310523740412503  0.00010155325352267179  0.2962214121264792   5.5009154633026735e-05  0.003116174722354148     1.0631590038964935%
insertsort            ehcleanup            0.3879243408430417   0.0001728845099809976   0.39204928353762497  6.779530212787773e-05   0.004124942694583245     1.0633369088464186%
2dfir                 ehcleanup            0.24203543512181255  6.358761483864237e-05   0.2446091223677708   3.3669772640491055e-05  0.002573687245958245     1.0633514240024189%
sqrt                  ehcleanup            0.36502815990606235  0.00010614411692898617  0.36891610956766674  5.52602391863607e-05    0.003887949661604384     1.065109514456343%
sglib-hashtable       ehcleanup            0.16587016873212498  5.73046497114244e-05    0.167642702419       5.735970339012801e-05   0.0017725336868750219    1.068627168118221%
jfdctint              ehcleanup            0.28913082900808335  5.002891236708046e-05   0.29222542342737495  4.939813017887779e-05   0.0030945944192916075    1.0703093924325484%
tarai                 forwprop             0.24766637178802087  7.578150434743477e-05   0.25032645348195837  3.925087178337126e-05   0.0026600816939374994    1.07405849035261%
bubblesort            forwprop             0.3408415202408333   6.560462955054157e-05   0.344524205849875    5.6645388671199416e-05  0.0036826856090416693    1.080468602076279%
sglib-listsort        forwprop             0.1647402618026667   1.9661164997486814e-05  0.16652099120174998  3.0253977819102736e-05  0.001780729399083275     1.08093150975826%
janne_complex         ehcleanup            0.3190542269019168   0.00012442811959170375  0.32251258235808333  5.4794945621131655e-05  0.0034583554561665175    1.0839397082269906%
ctl-vector            ehcleanup            0.11668210995789587  0.00010801485667860715  0.1179512354204375   0.0001370652926187149   0.0012691254625416398    1.0876778479576665%
stb_perlin            profile_estimate     0.23423416519100002  0.00010866138457816278  0.2368011086163613   6.34854990241549e-05    0.00256694342536129      1.0958877084682093%
tarai                 einline              0.24763660841372917  4.561281995532484e-05   0.25035621685625004  6.925603168414034e-05   0.0027196084425208655    1.0982255248695645%
ud                    forwprop             0.18356926367354168  2.099442636140732e-05   0.18558935203949997  3.0000132134749737e-05  0.0020200883659582947    1.1004502200056792%
duff                  copyrename           0.38709967436816656  0.000260139991877108    0.3913629590879584   0.00010744947401668842  0.0042632847197918156    1.101340301241651%
sglib-arrayquicksort  copyprop             0.10320838008523335  1.2119059525068528e-05  0.10435002893910417  1.461575543753278e-05   0.0011416488538708164    1.1061590666649355%
newlib-exp            profile_estimate     0.23612540843783333  5.510720850148078e-05   0.23874501046820829  3.157908211426517e-05   0.002619602030374951     1.1094113283724125%
duff                  forwprop             0.38707979315683333  0.00014568490779183314  0.39138284029929166  0.00022173062545096276  0.004303047142458327     1.1116692781518718%
nettle-arcfour        ehcleanup            0.1978101638981458   3.986738370088863e-05   0.20001984876574996  1.7886499205546303e-05  0.0022096848676041725    1.1170734728989753%
insertsort            forwprop             0.3878132369625001   0.00010268659736559633  0.39216038741816656  0.00013703190503233106  0.004347150455666471     1.1209391638395318%
crc                   einline              0.2757109748434375   0.0001620713342488709   0.27880912657060425  0.0002196389638354544   0.0030981517271667647    1.1236954673008757%
ud                    einline              0.1835433168678541   3.230082691554682e-05   0.18561529884518746  1.8585296359445684e-05  0.0020719819773333537    1.1288790094303032%
sglib-hashtable       forwprop             0.16582039928456246  6.949746732883107e-05   0.16769247186656247  4.498163636957099e-05   0.0018720725820000061    1.1289760428012021%
bubblesort            einline              0.34075753324774993  6.612343852811976e-05   0.34460819284295835  5.5480414915854025e-05  0.0038506595952084166    1.130029190699878%
janne_complex         forwprop             0.3189770168563958   7.721473872310466e-05   0.3225897924036042   0.00010145074792293485  0.003612775547208402     1.132613121413347%
expint                profile_estimate     0.2049416615477917   3.82684403376931e-05    0.2072633100966666   2.7497401825153603e-05  0.0023216485488748995    1.1328338666433124%
recursion             ehcleanup            0.5386255923083957   0.008910708291271194    0.544744909003125    0.009115309441867458    0.006119316694729315     1.136098392299495%
ctl-string            ehcleanup            0.2910880315318958   0.00011101804873774461  0.29439898947125004  4.508659804079376e-05   0.0033109579393542643    1.13744214144767%
nbody                 ehcleanup            0.3025572648711041   8.772781766414198e-05   0.3060043412185209   8.173228077218581e-05   0.0034470763474167554    1.139313692859196%
newlib-sqrt           switchconv           0.19456898951293755  2.117604740615643e-05   0.19679151432787503  3.411339178329639e-05   0.002222524814937482     1.1422811109319653%
sqrt                  einline              0.36488107527537506  9.373554618039735e-05   0.36906319419835426  6.64565719188955e-05    0.0041821189229792055    1.1461594493008356%
minver                forwprop             0.2992415514008125   6.817312246043808e-05   0.30267249673189583  9.682163166821998e-05   0.003430945331083346     1.146547100502043%
aha-compress          forwprop             0.16923338480133332  1.8274685145567473e-05  0.17118006271289588  2.105228610042233e-05   0.0019466779115625554    1.15029189651191%
statemate             profile_estimate     0.28303481143945836  4.822130810567859e-05   0.28629062461225     3.0732069429223557e-05  0.003255813172791666     1.15032251906868%
lms                   ehcleanup            0.19701006457077086  4.103402443755718e-05   0.1992767804916458   2.4249817834919813e-05  0.0022667159208749343    1.1505584376176243%
recursion             forwprop             0.5385819829214374   0.008682652829631423    0.5447885183900836   0.009342815943994127    0.006206535468646135     1.152384532987892%
nettle-md5            einline              0.24078371057424988  2.9342092061331473e-05  0.24355976070502083  2.591510170400933e-05   0.0027760501307709518    1.1529227305909915%
nettle-md5            profile_estimate     0.24009354438750005  4.215134039736073e-05   0.24286446605701384  2.3582507852711537e-05  0.0027709216695137873    1.1541008637207029%
ctl-string            forwprop             0.29105378367081247  6.588802479900212e-05   0.29443323733233334  8.998261453739467e-05   0.0033794536615208703    1.1611096818253697%
newlib-exp            einline              0.23671324494412496  3.824986219979183e-05   0.2394669749771042   3.517800149667493e-05   0.0027537300329792402    1.1633189488949995%
jfdctint              forwprop             0.288995308924625    5.392467049532955e-05   0.2923609435108333   4.460825381336714e-05   0.0033656345862083104    1.1645983454652291%
crc32                 ehcleanup            0.3372248129688749   8.892291593615854e-05   0.34115941706758335  5.131938614058938e-05   0.0039346040987084385    1.166759961720727%
expint                whole-program        0.20548362067043746  3.614819754448823e-05   0.20788217524845828  2.32440802330406e-05    0.002398554578020823     1.1672728805317856%
jfdctint              einline              0.2889806156877707   5.3479010080536063e-05  0.2923756367476875   4.4952464783362675e-05  0.003395021059916792     1.1748265716150816%
sglib-queue           einline              0.19626858416097917  8.205747585934401e-05   0.19857770211374992  4.34943079439949e-05    0.0023091179527707506    1.1765092017359313%
fac                   fre                  0.37401368059820833  0.009616704390478978    0.3784140409563958   0.009452101061598788    0.004400360358187472     1.1765239044596998%
nettle-arcfour        forwprop             0.19774961765525     2.6633115074067677e-05  0.2000803950086458   3.08400107990137e-05    0.002330777353395791     1.1786507509001556%
dijkstra              cddce                0.20262937528760416  2.5755530372422016e-05  0.20504020593391667  1.4435449973948583e-05  0.002410830646312506     1.1897735177294348%
dtoa                  tailr                0.18039011188397916  0.0001017060051519586   0.18253793453400002  0.00011006706246293522  0.002147822650020864     1.1906543144683404%
dtoa                  ehcleanup            0.1803880686675834   0.0001320414499867642   0.18253997775039585  7.972264542485395e-05   0.0021519090828124587    1.1929331572244763%
strstr                ccp                  0.22861730250145837  6.307495339225083e-05   0.23134652734239589  5.7074681143376636e-05  0.0027292248409375164    1.1937962748554898%
2dfir                 forwprop             0.24187771291979165  3.529606933958561e-05   0.2447668445697917   6.10813782326424e-05    0.002889131650000043     1.1944596362865807%
sha                   forwprop             0.6866924164046249   0.0004395545126227217   0.6949222365139792   0.0006198322966549851   0.008229820109354358     1.1984725493902992%
aha-mont64            fnsplit              0.2146959161844166   0.0014365109652779314   0.21728126013764584  0.0014773050455732931   0.0025853439532292355    1.2041886958895445%
fac                   ehcleanup            0.3739621244824792   0.009326409296154692    0.37846559707212496  0.009741927341922838    0.004503472589645785     1.2042590130960658%
fac                   copyrename           0.3739586389598959   0.009898207680329162    0.3784690825947082   0.009170096871067289    0.004510443634812289     1.2061343594995804%
sglib-queue           forwprop             0.19623651493110408  5.315572059592583e-05   0.19860977134362498  7.224270817093855e-05   0.0023732564125208966    1.20938573198475%
sha                   einline              0.6866541786076458   0.0006193133428616098   0.6949604743109584   0.00043942770848663085  0.00830629570331265      1.209676713852617%
crc32                 forwprop             0.3371353766371459   7.71505738219294e-05    0.34124885339931255  6.235662272665878e-05   0.004113476762166668     1.2201261117114819%
sglib-arraybinsearch  ccp                  0.34753965389499997  0.0001772670435646891   0.35181149264043743  0.0001618200593887707   0.004271838745437462     1.2291658513097576%
